date_bjt,time_bjt,match,team,home_adaptation_multiplier,travel_multiplier,weather_multiplier,cohesion_multiplier,injury_multiplier,opponent_attack_multiplier,tempo_multiplier,weather_high_c,travel_km,analysis_notes,source_urls
2026-06-27,11:00,Egypt vs Iran,Iran,,1.00,1.00,1.00,0.98,1.02,0.99,,,"Iran are unbeaten, defended Belgium to 0-0, and may need a win depending on the other game. Cheshmi is doubtful but Taremi/Jahanbakhsh route keeps scoring risk alive.","sportsmole:https://www.sportsmole.co.uk/football/egypt/world-cup-2026/preview/egypt-vs-iran-prediction-team-news-lineups_599975.html; teamnews:https://www.sportsmole.co.uk/football/egypt/world-cup-2026/team-news/egypt-vs-iran-injury-suspension-list-predicted-xis_600004.html"
2026-06-27,11:00,New Zealand vs Belgium,New Zealand,,1.00,1.00,1.00,1.00,1.04,1.04,,,"New Zealand must win and have scored first in both matches; Chris Wood has not scored but created two assists against Iran. Keep underdog scoring route and early-start risk.","sportsmole:https://www.sportsmole.co.uk/football/belgium/world-cup-2026/preview/new-zealand-vs-belgium-prediction-team-news-lineups_599916.html; teamnews:https://www.sportsmole.co.uk/football/belgium/world-cup-2026/team-news/new-zealand-vs-belgium-injury-suspension-list-predicted-xis_599919.html"
2026-06-27,11:00,New Zealand vs Belgium,Belgium,,1.00,1.00,1.01,0.97,1.03,1.03,,,"Belgium need a win to guarantee qualification. Doku may return, but Ngoy is suspended after the Iran red card; attack quality still favors Belgium with defensive uncertainty.","sportsmole:https://www.sportsmole.co.uk/football/belgium/world-cup-2026/preview/new-zealand-vs-belgium-prediction-team-news-lineups_599916.html; teamnews:https://www.sportsmole.co.uk/football/belgium/world-cup-2026/team-news/new-zealand-vs-belgium-injury-suspension-list-predicted-xis_599919.html"
2026-06-28,05:00,Panama vs England,Panama,,1.00,1.00,1.00,0.96,1.04,1.02,25,,"Panama are eliminated on zero points and should chase pride, but Carrasquilla remains unavailable and the attack has produced only one goal route. Keep counter/set-piece risk, not a pure open profile.","sportsmole:https://www.sportsmole.co.uk/football/england/world-cup-2026/preview/panama-vs-england-prediction-team-news-lineups_600066.html; si:https://www.si.com/soccer/panama-vs-england-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,05:00,Panama vs England,England,,1.00,1.00,1.03,0.96,1.02,0.98,25,,"England can qualify with a draw and may manage minutes after the Ghana 0-0, but Kane/Foden/Saka attacking quality keeps the win path clear. Treat as controlled favorite rather than all-out blowout.","sportsmole:https://www.sportsmole.co.uk/football/england/world-cup-2026/preview/panama-vs-england-prediction-team-news-lineups_600066.html; si:https://www.si.com/soccer/panama-vs-england-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,05:00,Croatia vs Ghana,Croatia,,1.00,1.00,1.00,0.98,1.03,1.01,24,,"Croatia must win or at least chase a result. They controlled Panama but still showed low-conversion risk, so keep Croatia edge with moderate tempo, not a free-scoring read.","sportsmole:https://www.sportsmole.co.uk/football/croatia/world-cup-2026/preview/croatia-vs-ghana-prediction-team-news-lineups_600070.html; si:https://www.si.com/soccer/croatia-vs-ghana-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,05:00,Croatia vs Ghana,Ghana,,1.00,1.00,1.00,1.00,1.05,0.98,24,,"Ghana can advance with a draw after taking four points and holding England 0-0. Their defensive resistance is real, with enough counter/set-piece threat to avoid a zero-goal assumption.","sportsmole:https://www.sportsmole.co.uk/football/croatia/world-cup-2026/preview/croatia-vs-ghana-prediction-team-news-lineups_600070.html; si:https://www.si.com/soccer/croatia-vs-ghana-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,07:30,Colombia vs Portugal,Colombia,,1.00,0.98,1.00,1.01,1.04,0.94,30,,"Colombia have already qualified on six points, so rotation and game management are likely. Their defense has allowed only one goal, so preserve low-event draw risk.","sportsmole:https://www.sportsmole.co.uk/football/portugal/world-cup-2026/preview/colombia-vs-portugal-prediction-team-news-lineups_600099.html; si:https://www.si.com/soccer/colombia-vs-portugal-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,07:30,Colombia vs Portugal,Portugal,,1.00,0.98,1.00,1.02,1.00,0.96,30,,"Portugal are almost through and only need to avoid a heavy swing; Ronaldo/attack quality still matters, but Colombia's controlled style and Miami heat favor a measured match.","sportsmole:https://www.sportsmole.co.uk/football/portugal/world-cup-2026/preview/colombia-vs-portugal-prediction-team-news-lineups_600099.html; si:https://www.si.com/soccer/colombia-vs-portugal-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,07:30,DR Congo vs Uzbekistan,DR Congo,,1.00,1.00,1.00,0.99,1.03,1.01,29,,"DR Congo are still alive and need a result. They defended Portugal well but lacked finishing against Colombia, so keep low-event risk with a small scoring route.","sportsmole:https://www.sportsmole.co.uk/football/dr-congo/world-cup-2026/preview/dr-congo-vs-uzbekistan-prediction-team-news-lineups_600089.html; si:https://www.si.com/soccer/dr-congo-vs-uzbekistan-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,07:30,DR Congo vs Uzbekistan,Uzbekistan,,1.00,1.00,1.00,0.94,1.08,1.03,29,,"Uzbekistan have conceded eight goals and are effectively chasing from a weak position. Collapse risk remains, but DR Congo's low-event profile prevents a full open-game upgrade.","sportsmole:https://www.sportsmole.co.uk/football/dr-congo/world-cup-2026/preview/dr-congo-vs-uzbekistan-prediction-team-news-lineups_600089.html; si:https://www.si.com/soccer/dr-congo-vs-uzbekistan-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,10:00,Algeria vs Austria,Algeria,,1.00,1.00,0.99,1.00,1.03,1.00,31,,"Algeria can still progress and have rebounded from the Argentina loss, but a draw can be useful depending on the other result. Keep one-goal edge with heat/tempo caution.","sportsmole:https://www.sportsmole.co.uk/football/algeria/world-cup-2026/preview/algeria-vs-austria-prediction-team-news-lineups_600081.html; si:https://www.si.com/soccer/algeria-vs-austria-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,10:00,Algeria vs Austria,Austria,,1.00,1.00,0.99,1.00,1.03,1.00,31,,"Austria are close in strength and group situation to Algeria. Treat as balanced, with both sides having a scoring route but no clear reason to force a high-score game.","sportsmole:https://www.sportsmole.co.uk/football/algeria/world-cup-2026/preview/algeria-vs-austria-prediction-team-news-lineups_600081.html; si:https://www.si.com/soccer/algeria-vs-austria-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,10:00,Jordan vs Argentina,Jordan,,1.00,1.00,0.99,1.00,1.08,1.04,32,,"Jordan have zero points and must chase, so keep underdog-goal and late-open risk. The gap is still too large to make the upset the main call.","sportsmole:https://www.sportsmole.co.uk/football/argentina/world-cup-2026/preview/jordan-vs-argentina-prediction-team-news-lineups_600085.html; si:https://www.si.com/soccer/jordan-vs-argentina-world-cup-preview-predictions-lineups-6-27-26"
2026-06-28,10:00,Jordan vs Argentina,Argentina,,1.00,1.00,0.99,0.94,0.94,0.96,32,,"Argentina have qualified and confirmed Messi on the bench with rotation expected. Keep Argentina as clear favorite, but lower attacking cohesion and finishing certainty; Jordan chase still preserves late-open risk.","sportsmole:https://www.sportsmole.co.uk/football/argentina/world-cup-2026/preview/jordan-vs-argentina-prediction-team-news-lineups_600085.html; espn:https://global.espn.com/football/story/_/id/49191791/lionel-messi-argentina-bench-jordan-fifa-2026-world-cup; fox:https://www.foxsports.com/stories/soccer/lionel-messi-playing-today-argentina-star-wont-start-world-cup-showdown-vs-jordan; si:https://www.si.com/soccer/argentina-predicted-lineup-vs-jordan-world-cup-6-27-26"
2026-06-29,03:00,South Africa vs Canada,South Africa,,0.98,1.00,1.03,1.02,1.04,0.96,24,15800,"South Africa's group path was low event: 0-2 Mexico, 1-1 Czechia, 1-0 South Korea. Mokoena returning and domestic-club cohesion support defensive resistance; Canada are favored, so keep counter/set-piece route but not high tempo.","sportsmole:https://www.sportsmole.co.uk/football/canada/world-cup-2026/feature/south-africa-or-canada-to-triumph-sundays-world-cup-prediction-and-preview_600213.html; shekicks:https://shekicks.net/world-cup-r32-south-africa-canada-predictions/; fanduel:https://www.fanduel.com/research/south-africa-vs-canada-prediction-picks-lineups-preview-and-best-bets-for-round-of-32"
2026-06-29,03:00,South Africa vs Canada,Canada,1.03,1.02,1.00,1.01,0.97,1.02,0.98,24,3300,"Canada are favored in 90 minutes and Davies is available for the knockout opener, but Kone is out and Eustaquio/Bombito fitness notes reduce certainty. Market leans under 2.5, so keep Canada edge with controlled tempo.","sportsnet:https://www.sportsnet.ca/fifa-world-cup/article/canada-says-star-alphonso-davies-is-ready-to-play-as-knockout-rounds-begin/; fox:https://www.foxsports.com/stories/soccer/canada-says-star-alphonso-davies-is-honestly-ready-to-play-at-world-cup-as-knockout-rounds-begin; racingpost:https://www.racingpost.com/sport/football-tips/world-cup-2026/south-africa-vs-canada-betting-tips-predictions-team-news-odds-bet-builder-alPw44j6W3i3/; fanduel:https://www.fanduel.com/research/south-africa-vs-canada-prediction-picks-lineups-preview-and-best-bets-for-round-of-32"
2026-06-30,01:00,Brazil vs Japan,Brazil,,1.00,1.00,1.00,0.99,1.03,1.00,27,7600,"Brazil are favored and improved after the 1-1 Morocco opener, with back-to-back clean sheets. Raphinha has a hamstring injury and has not resumed full team training; Neymar is expected to be a bench option rather than a full-minute starter. This is a light attack-certainty penalty because Brazil still have Vinicius/Rodrygo/Rayan depth. Keep Brazil edge, but respect Japan transition.","sportsmole:https://www.sportsmole.co.uk/football/brazil/world-cup-2026/preview/brazil-vs-japan-prediction-team-news-lineups_600204.html; covers:https://www.covers.com/world-cup/brazil-vs-japan-prediction-picks-odds-monday-6-29-2026; lineups:https://www.lineups.com/betting/brazil-vs-japan-world-cup-match-preview-picks-odds-for-monday-june-29-2026/"
2026-06-30,01:00,Brazil vs Japan,Japan,,1.00,1.00,1.01,0.99,1.05,1.02,27,10600,"Japan are unbeaten in the tournament: 2-2 Netherlands, 4-0 Tunisia, 1-1 Sweden. Their 3-4-2-1 combines deep defending with high-intensity counter attacks, and they beat Brazil 3-2 in a recent friendly. Kubo is still not training fully and is unlikely; Itakura's issue is not considered serious. This is a light attack-certainty penalty because Japan's team structure remains stable. Keep underdog scoring and draw risk, but not a full upset main call.","sportsmole:https://www.sportsmole.co.uk/football/brazil/world-cup-2026/preview/brazil-vs-japan-prediction-team-news-lineups_600204.html; covers:https://www.covers.com/world-cup/brazil-vs-japan-prediction-picks-odds-monday-6-29-2026; lineups:https://www.lineups.com/betting/brazil-vs-japan-world-cup-match-preview-picks-odds-for-monday-june-29-2026/"
2026-06-30,04:30,Germany vs Paraguay,Germany,,1.00,1.00,1.00,0.98,1.03,0.98,24,6200,"Germany are a strong favorite and should restore the Musiala-Wirtz-Havertz attack after rotation versus Ecuador. Schlotterbeck is out, but Brown is expected fit and the XI is otherwise stable. Paraguay's low block and recent clean sheets reduce blowout confidence, while Germany's quality keeps the win path clear.","sportsmole:https://www.sportsmole.co.uk/football/germany/world-cup-2026/preview/germany-vs-paraguay-prediction-team-news-lineups_600229.html; lineup:https://www.sportsmole.co.uk/football/germany/world-cup-2026/predicted-lineups/will-brown-be-passed-fit-how-germany-could-line-up-against-paraguay_600234.html; fanduel:https://www.fanduel.com/research/germany-vs-paraguay-prediction-picks-lineups-preview-and-best-bets-world-cup-round-of-32; covers:https://www.covers.com/world-cup/germany-vs-paraguay-prediction-picks-odds-monday-6-29-2026"
2026-06-30,04:30,Germany vs Paraguay,Paraguay,,1.00,1.00,1.01,0.97,0.97,0.96,24,7900,"Paraguay transformed after the USA loss, keeping clean sheets against Turkey and Australia with a compact low block. Almiron returns, but Diego Gomez is suspended, reducing set-piece and midfield quality; Alderete and Sosa require assessment. Keep counter route, but lower Paraguay attack and total tempo.","sportsmole:https://www.sportsmole.co.uk/football/germany/world-cup-2026/preview/germany-vs-paraguay-prediction-team-news-lineups_600229.html; fanduel:https://www.fanduel.com/research/germany-vs-paraguay-prediction-picks-lineups-preview-and-best-bets-world-cup-round-of-32; covers:https://www.covers.com/world-cup/germany-vs-paraguay-prediction-picks-odds-monday-6-29-2026"
2026-06-30,09:00,Netherlands vs Morocco,Netherlands,,0.98,0.98,1.01,1.00,1.04,0.98,30,8800,"Netherlands scored 10 goals in the group and Brobbey/Dumfries are passed fit, with Gakpo ready to play. The matchup is close, Morocco can press and counter, and Monterrey heat favors caution. Keep Dutch slight edge but raise draw and concession risk.","sportsmole:https://www.sportsmole.co.uk/football/netherlands/world-cup-2026/preview/netherlands-vs-morocco-prediction-team-news-lineups_600222.html; guardian:https://www.theguardian.com/football/2026/jun/28/morocco-netherlands-world-cup-2026-preview; draftkings:https://dknetwork.draftkings.com/2026/06/26/opening-odds-for-netherlands-vs-morocco-in-the-fifa-2026-world-cup/; covers:https://www.covers.com/world-cup/netherlands-vs-morocco-prediction-picks-odds-monday-6-29-2026"
2026-06-30,09:00,Netherlands vs Morocco,Morocco,,1.00,1.00,1.02,1.02,1.02,0.98,30,9300,"Morocco also took seven points, drew Brazil, and bring back Mazraoui, Diop, Bouaddi and Ounahi. Saibari has three goals and Hakimi/Brahim keep the right-side route strong. Heat and knockout stakes point to a tight match, but Morocco have a real upset route.","sportsmole:https://www.sportsmole.co.uk/football/netherlands/world-cup-2026/preview/netherlands-vs-morocco-prediction-team-news-lineups_600222.html; guardian:https://www.theguardian.com/football/2026/jun/28/morocco-netherlands-world-cup-2026-preview; draftkings:https://dknetwork.draftkings.com/2026/06/26/opening-odds-for-netherlands-vs-morocco-in-the-fifa-2026-world-cup/; covers:https://www.covers.com/world-cup/netherlands-vs-morocco-prediction-picks-odds-monday-6-29-2026"
2026-07-01,01:00,Ivory Coast vs Norway,Ivory Coast,,1.00,1.00,0.99,1.00,1.02,1.04,32,9600,"Ivory Coast have been low-event and defensively resistant, but Norway's Haaland route makes a clean-sheet read unsafe. Arlington heat slightly lowers tempo; keep Ivory Coast counter/set-piece route.","sportsmole:https://www.sportsmole.co.uk/football/ivory-coast/world-cup-2026/preview/ivory-coast-vs-norway-prediction-team-news-lineups_600294.html; weather:Arlington forecast scan 2026-06-30"
2026-07-01,01:00,Ivory Coast vs Norway,Norway,,1.00,0.98,0.97,1.00,1.03,1.02,32,7600,"Norway are slight favorites because of Haaland and recent scoring output, but France exposed defensive fragility. Heat and knockout stakes keep this from becoming a pure open mismatch.","sportsmole:https://www.sportsmole.co.uk/football/ivory-coast/world-cup-2026/preview/ivory-coast-vs-norway-prediction-team-news-lineups_600294.html; weather:Arlington forecast scan 2026-06-30"
2026-07-01,05:00,France vs Sweden,France,,1.00,0.99,0.99,1.00,1.03,1.02,30,6200,"France are the strongest remaining live-ranking side and Mbappe is expected to remain the focal route. New Jersey heat is manageable but not cool; keep France win path with Sweden scoring risk.","sportsmole:https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-sweden-prediction-team-news-lineups_600264.html; weather:East Rutherford forecast scan 2026-06-30"
2026-07-01,05:00,France vs Sweden,Sweden,,1.00,1.00,0.98,1.00,1.02,1.05,30,7600,"Sweden conceded heavily to Netherlands and have defensive fragility, but Isak/Gyokeres keep a credible one-goal route. Do not turn this into a France clean-sheet lock.","sportsmole:https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-sweden-prediction-team-news-lineups_600264.html; weather:East Rutherford forecast scan 2026-06-30"
2026-07-01,09:00,Mexico vs Ecuador,Mexico,1.05,1.00,0.98,1.02,1.00,0.98,0.98,21,0,"Mexico have home/altitude familiarity and three straight wins without conceding. Ecuador are compact and already upset Germany, so external read leans tight rather than a Mexico blowout.","sportsmole:https://www.sportsmole.co.uk/football/mexico/world-cup-2026/predicted-lineups/can-el-tri-continue-perfect-run-predicted-mexico-xi-vs-ecuador_600283.html; weather:Mexico City rain risk scan 2026-06-30"
2026-07-01,09:00,Mexico vs Ecuador,Ecuador,,1.00,0.99,1.00,1.02,1.02,0.98,21,4200,"Ecuador's tournament has been low-event but resilient: 0-1 Ivory Coast, 0-0 Curacao, 2-1 Germany. Rain risk and Mexico City's slower surface favor a narrow game with draw/upset route.","sportsmole:https://www.sportsmole.co.uk/football/mexico/world-cup-2026/predicted-lineups/can-el-tri-continue-perfect-run-predicted-mexico-xi-vs-ecuador_600283.html; weather:Mexico City rain risk scan 2026-06-30"
2026-07-02,00:00,England vs DR Congo,England,,1.00,1.00,1.00,0.98,1.03,0.97,29,6800,"England are clear favorites, Rice and Saka are available, but right-back injuries and recent low-idea possession games raise counter and low-block risk. Keep England edge without forcing a blowout.","aljazeera:https://www.aljazeera.com/sports/2026/6/30/england-vs-dr-congo-world-cup-round-of-32-kane-match-prediction-lineups; guardian:https://www.theguardian.com/football/2026/jul/01/england-dr-congo-world-cup-shock-last-32-atlanta; times:https://www.thetimes.com/sport/football/world-cup/article/england-dr-congo-knockouts-last-16-world-cup-6qmbzb3jr"
2026-07-02,00:00,England vs DR Congo,DR Congo,,1.00,1.00,1.02,1.00,0.97,0.97,29,10800,"DR Congo are expected to defend in a 5-3-2 low block with no reported injuries. Wissa is the main transition route, so suppress England attack volume but keep one-goal underdog risk.","aljazeera:https://www.aljazeera.com/sports/2026/6/30/england-vs-dr-congo-world-cup-round-of-32-kane-match-prediction-lineups; guardian:https://www.theguardian.com/football/2026/jul/01/england-dr-congo-world-cup-shock-last-32-atlanta; times:https://www.thetimes.com/sport/football/world-cup/article/england-dr-congo-knockouts-last-16-world-cup-6qmbzb3jr"
2026-07-02,04:00,Belgium vs Senegal,Belgium,1.02,1.02,1.00,1.01,1.02,1.03,1.03,24,0,"Belgium stay in Seattle, fitness is improving, and the 5-1 New Zealand win showed their attack can restart. Keep Belgium slight edge but not a clean-sheet lock against Senegal speed.","guardian:https://www.theguardian.com/football/2026/jul/01/belgium-senegal-world-cup-match-preview; goal:https://www.goal.com/en-us/news/belgium-senegal-world-cup-preview/blt1c958015a91eebc7"
2026-07-02,04:00,Belgium vs Senegal,Senegal,,1.00,1.00,1.00,0.98,1.05,1.05,24,12800,"Senegal qualified after a 5-0 Iraq win and their recent matches have been high-event. Mendy knee-sprain reporting is mixed, so apply only a light certainty penalty while keeping Mane/Sarr transition risk.","guardian:https://www.theguardian.com/football/2026/jul/01/belgium-senegal-world-cup-match-preview; goal:https://www.goal.com/en-us/news/belgium-senegal-world-cup-preview/blt1c958015a91eebc7"
2026-07-02,08:00,United States vs Bosnia and Herzegovina,United States,1.05,1.02,1.00,1.01,1.02,1.04,0.98,21,0,"The United States have home advantage and a fit Pulisic/Balogun route, but the Turkey loss exposed defensive leakage. External goal-market read leans under 2.5, so keep USA edge with controlled tempo.","totalfootballanalysis:https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-r32-united-states-bosnia-herzegovina-predictions; fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-bosnia-and-herzegovina-live-stream-team-news-tickets"
2026-07-02,08:00,United States vs Bosnia and Herzegovina,Bosnia and Herzegovina,,1.00,1.00,1.00,1.00,1.03,0.98,21,9600,"Bosnia have Dzeko/Demirovic and no major injury signal, but their group included a 1-4 Switzerland loss and draw tendency. Keep one-goal route, not an open upset main call.","totalfootballanalysis:https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-r32-united-states-bosnia-herzegovina-predictions; fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-bosnia-and-herzegovina-live-stream-team-news-tickets"
2026-07-03,03:00,Spain vs Austria,Spain,,1.00,1.00,1.00,0.97,1.04,0.98,23,9400,"Spain are strong favorites but not a clean blowout read: Yamal/winger fitness and Rodri/Merino workload notes lower attack certainty, while Austria's high press and set pieces keep a one-goal route alive.","si:https://www.si.com/soccer/spain-predicted-lineup-vs-austria-world-cup-7-2-26; guardian:https://www.theguardian.com/football/2026/jul/01/fabian-ruiz-spain-austria-world-cup-2026-round-32; draftkings:https://dknetwork.draftkings.com/2026/06/28/opening-odds-for-spain-vs-austria-in-the-2026-fifa-world-cup-round-of-32/"
2026-07-03,03:00,Spain vs Austria,Austria,,1.00,1.00,1.00,1.00,1.08,1.00,23,9800,"Austria's 3-3 Algeria match showed pressure and scoring belief but also defensive exposure. Spain should score, while Austria have enough attacking oxygen to avoid a zero-goal-only read.","si:https://www.si.com/soccer/spain-predicted-lineup-vs-austria-world-cup-7-2-26; draftkings:https://dknetwork.draftkings.com/2026/06/28/opening-odds-for-spain-vs-austria-in-the-2026-fifa-world-cup-round-of-32/; vsin:https://vsin.com/soccer/spain-vs-austria-prediction-2026-fifa-world-cup-picks/"
2026-07-03,07:00,Portugal vs Croatia,Portugal,,1.00,1.00,1.00,1.00,1.03,0.97,24,5700,"Portugal have a clean injury table and more attacking gears, but group play showed patience issues against teams that sit in. Keep Portugal slight edge without a comfortable-win assumption.","rotowire:https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534; totalfootballanalysis:https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-r32-portugal-croatia-predictions"
2026-07-03,07:00,Portugal vs Croatia,Croatia,,1.00,1.00,1.00,1.00,1.05,0.96,24,7400,"Croatia also have a clean injury table, but Modric workload and prior transition exposure against England are concerns. Their midfield should slow tempo and keep a draw/one-goal upset route alive.","rotowire:https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534; totalfootballanalysis:https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-r32-portugal-croatia-predictions"
2026-07-03,11:00,Switzerland vs Algeria,Switzerland,,1.00,1.00,1.01,1.00,1.04,1.01,23,8300,"Switzerland are justified favorites with an unbeaten group and scoring variety, but Algeria's Mahrez/Amoura route and the 3-3 Austria match keep both-team-scoring risk alive.","goal:https://www.goal.com/en-us/news/switzerland-algeria-world-cup-preview/bltba78215ee1eaa8d1; shekicks:https://shekicks.net/world-cup-r32-switzerland-algeria-predictions/; espn:https://www.espn.com/soccer/story/_/id/49223711/fifa-world-cup-2026-switzerland-vs-algeria-tv-channel-how-watch-kickoff-live-stream-referee-predicted-lineups"
2026-07-03,11:00,Switzerland vs Algeria,Algeria,,1.00,1.00,1.00,1.00,1.05,1.03,23,10200,"Algeria are inconsistent but dangerous: the 3-3 Austria draw showed attacking dynamism and defensive vulnerability. Keep Swiss edge with Algeria scoring and high-event tail.","goal:https://www.goal.com/en-us/news/switzerland-algeria-world-cup-preview/bltba78215ee1eaa8d1; shekicks:https://shekicks.net/world-cup-r32-switzerland-algeria-predictions/; fox:https://www.foxsports.com/watch/fmc-z00ebnzhnz3yr4gx"
2026-07-04,02:00,Australia vs Egypt,Australia,,1.00,0.99,1.00,0.96,1.03,0.97,36,13500,"Australia have a low-event profile and multiple squad knocks/departures around the knockout tie. Egypt's Salah route is live, so keep Australia competitive but lower their scoring certainty.","fifa:https://www.fifa.com/en/match-centre/match/17/285023/289287/400021515; socceroos:https://socceroos.com.au/tickets; guardian:https://www.theguardian.com/football/live/2026/jun/27/fifa-world-cup-2026-live-egypt-v-iran-updates-egy-vs-irn-group-g-match-score-latest"
2026-07-04,02:00,Australia vs Egypt,Egypt,,1.00,1.00,1.00,1.03,1.05,0.99,36,10800,"Salah is available and remains Egypt's main attack hub. Egypt qualified second in Group G after 1-1 Belgium, 3-1 New Zealand and 1-1 Iran; knockout heat still points to narrow tempo.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/egypt-injury-worries-australia-mohamed-salah; guardian:https://www.theguardian.com/football/live/2026/jun/27/fifa-world-cup-2026-live-egypt-v-iran-updates-egy-vs-irn-group-g-match-score-latest; draftkings:https://dknetwork.draftkings.com/2026/07/03/fifa-world-cup-parlays-july-3-2026/"
2026-07-04,06:00,Argentina vs Cape Verde,Argentina,,1.00,1.00,1.02,1.02,0.98,0.96,31,7800,"Messi is expected to feature in Miami and Argentina bring a complete attack, but Cape Verde's unbeaten low-block run argues against treating this as an automatic blowout.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/argentina-cabo-verde-live-stream-team-news-tickets; espn:https://www.espn.com/soccer/story/_/id/49234020/fifa-world-cup-2026-argentina-vs-cape-verde-tv-channel-how-watch-kickoff-live-stream-referee-predicted-lineups-lionel-messi; totalfootballanalysis:https://totalfootballanalysis.com/competitions/fifa-world-cup-2026/world-cup-r32-argentina-cape-verde-predictions"
2026-07-04,06:00,Argentina vs Cape Verde,Cape Verde,,1.00,1.00,1.01,1.02,0.96,0.94,31,8900,"Cape Verde drew Spain, Uruguay and Saudi Arabia with a disciplined low block and Vozinha leadership. Keep defensive resistance high, with only a limited counter route.","fifa:https://www.fifa.com/en/articles/cabo-verde-argentina-prematch-feature; guardian:https://www.theguardian.com/football/2026/jun/27/cape-verde-saudi-arabia-world-cup-match-report; aljazeera:https://www.aljazeera.com/sports/2026/6/27/cape-verde-qualify-for-world-cup-round-of-32-set-up-date-with-argentina"
2026-07-04,09:30,Colombia vs Ghana,Colombia,,1.00,1.00,1.01,1.01,0.98,0.96,31,3500,"Colombia have a full squad, Diaz/Suarez/James available and only one goal conceded, but Ghana's Queiroz mid-block and England draw point to a tight controlled win rather than a flood of goals.","goal:https://www.goal.com/en/news/colombia-ghana-world-cup-preview/bltc918b39193cee468; sportsmole:https://www.sportsmole.co.uk/football/colombia/world-cup-2026/preview/colombia-vs-ghana-prediction-team-news-lineups_600509.html; fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/colombia-ghana-live-stream-team-news-tickets-and-more"
2026-07-04,09:30,Colombia vs Ghana,Ghana,,1.00,1.00,1.00,1.00,1.02,0.96,31,10200,"Ghana have Semenyo expected to start and Partey/Ayew experience, but their best route is compact defence plus transitions. Keep underdog one-goal route but suppress tempo.","goal:https://www.goal.com/en/news/colombia-ghana-world-cup-preview/bltc918b39193cee468; sportsmole:https://www.sportsmole.co.uk/football/colombia/world-cup-2026/preview/colombia-vs-ghana-prediction-team-news-lineups_600509.html; elpais:https://elpais.com/america-colombia/2026-07-03/la-seleccion-colombia-se-topa-una-vez-mas-con-carlos-queiroz-ahora-como-tecnico-de-ghana.html"
2026-07-05,01:00,Canada vs Morocco,Canada,1.02,1.00,0.99,1.01,1.00,1.04,0.97,33,2500,"Canada enter on a low-event 1-0 South Africa win and should keep Davies/David transition routes. Morocco are higher rated and defensively reliable, so keep Canada goal route without turning the match open.","aljazeera:https://www.aljazeera.com/sports/2026/7/3/canada-morocco-fifa-world-cup-round-of-16-saibari-prediction-schedule; rotowire:https://www.rotowire.com/soccer/article/canada-vs-morocco-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-120851; covers:https://www.covers.com/world-cup/canada-vs-morocco-prediction-picks-odds-saturday-7-4-2026"
2026-07-05,01:00,Canada vs Morocco,Morocco,,0.99,0.99,1.01,0.99,1.03,0.97,33,8200,"Morocco eliminated the Netherlands on penalties after another narrow match and remain the stronger live-ranking side. Injury reporting is mixed around Aguerd/Ezzalzouli, so apply only a light certainty penalty and keep a narrow Morocco edge.","aljazeera:https://www.aljazeera.com/sports/2026/7/3/canada-morocco-fifa-world-cup-round-of-16-saibari-prediction-schedule; rotowire:https://www.rotowire.com/soccer/article/canada-vs-morocco-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-120851; covers:https://www.covers.com/world-cup/canada-vs-morocco-prediction-picks-odds-saturday-7-4-2026"
